id	d0	d1	d2	v0	v1	v2	s0	s1	s2
IORL178186	2	2	2	1	3	3	0	0	0
IOVW742263	1	2	0	3	2	3	3	2	2
IPFW638405	1	2	1	3	3	0	3	3	3
IPOS409629	2	2	3	2	3	3	2	2	2
IPSE964803	4	2	3	4	4	3	1	1	1
IPSQ478882	3	1	0	5	4	1	4	3	2
IPUW388776	4	3	3	4	4	3	4	4	4
IPZO520123	3	1	2	2	1	1	0	1	2
IQOY429655	3	2	1	3	1	3	2	3	2
IQUS898259	4	3	3	1	4	4	3	2	1
IRFJ435174	2	0	0	3	3	3	3	4	3
IRKQ628951	3	0	0	4	4	2	4	3	3
ISAP895171	4	3	3	3	2	3	3	3	3
ISCL431063	3	3	3	3	3	4	1	2	3
ISFK189331	2	3	3	4	4	3	4	3	3
ISHQ929090	4	4	4	4	5	4	2	3	3
ISII991501	3	0	2	3	3	3	3	3	4
ISOE868094	4	3	3	4	2	3	4	4	2
ITDJ824352	4	1	0	4	4	1	3	3	2
ITPH169201	3	2	1	4	4	4	3	3	3
ITSA615691	1	2	2	0	0	1	0	0	0
IUCO127122	3	4	4	3	3	2	4	4	5
IUZV150734	3	3	3	3	3	3	3	3	3
IUZZ946923	3	0	1	3	1	0	1	2	2
IVDN430651	3	4	4	3	4	4	4	4	4
IVMQ769871	4	1	0	4	2	4	0	3	3
IVMS272766	4	5	4	2	2	4	1	3	3
IVPA462868	4	3	3	4	4	3	4	4	3
IVPI773288	2	3	3	3	3	3	3	3	3
IVPZ543330	0	0	0	0	0	0	0	0	0
IVXV797316	3	5	4	4	4	4	2	4	4
IWBB310304	3	3	4	3	3	4	3	3	3
IWDG364053	4	4	4	4	4	4	4	4	4
IWIP261026	3	2	2	2	1	2	2	2	3
IWKX980129	3	1	1	1	3	2	0	2	2
IWSN312009	5	3	3	4	3	3	4	4	4
IWXB548735	4	2	3	4	2	2	3	4	3
IXAC808217	3	2	3	4	4	3	4	4	4
IXBI700432	3	2	1	2	2	1	3	3	1
IXFL409204	2	2	0	2	1	2	1	0	0
IXFL491935	4	1	2	3	3	4	2	3	3
IXHJ637961	3	2	2	4	3	3	3	3	1
IXHO599289	5	3	5	3	5	5	5	5	5
IXWS685481	3	4	4	2	2	4	3	3	3
IXYA697085	4	3	4	2	3	3	1	3	2
IYBH316614	3	2	0	2	1	3	2	3	3
IYMQ807051	0	0	0	0	0	0	0	0	0
IYOD416919	5	4	4	4	3	3	5	5	4
IZGJ537741	3	0	0	2	2	1	3	4	3
JAHZ250997	5	5	5	4	4	5	4	4	4
JAPT716187	1	3	3	4	2	3	3	4	3
JASC161139	4	5	4	3	3	4	5	5	4
JBDQ869472	2	0	0	2	1	2	1	1	2
JBGV250987	3	3	3	3	3	2	1	2	2
JBIC278683	1	2	2	3	3	3	3	2	3
JBMC180324	0	0	0	2	1	2	2	1	2
JBRC217662	3	1	1	3	2	1	3	3	3
JCCG104113	4	4	4	3	4	4	2	3	3
JCDM736300	3	3	3	3	4	4	1	1	1
JCSQ324762	4	0	1	3	3	3	4	4	5
JDRD902155	0	1	0	3	1	0	2	2	2
JDWY861084	3	4	3	4	4	3	3	4	4
JEBW135052	4	0	0	1	4	4	4	4	4
JEED669158	5	5	5	4	5	5	5	0	5
JERA726973	4	3	2	3	4	3	4	4	3
JERY322515	3	0	3	2	2	1	1	3	1
JEXS430424	4	4	4	4	4	4	2	2	4
JFFX604640	4	2	1	4	3	2	3	3	2
JFPZ617028	4	0	3	1	3	3	4	4	3
JFRH111264	0	0	0	0	0	0	0	0	0
JFSX319882	0	0	1	3	1	0	3	2	1
JGNC546509	3	3	3	3	3	3	3	3	3
JGPH205701	4	2	4	3	3	2	3	4	3
JGTL362678	2	2	2	3	3	3	4	3	4
JHFV793208	3	3	2	4	4	4	3	3	3
JHHV668114	3	2	1	2	1	1	2	2	2
JHKL378324	4	3	1	3	4	4	1	2	1
JHKX381200	4	5	5	5	5	5	4	4	4
JHLD964152	4	3	5	4	3	5	3	4	4
JHNM573362	4	4	4	4	4	4	4	4	4
JHPW225483	3	2	2	4	3	4	1	4	4
JHSX137704	0	2	0	3	2	0	3	4	3
JHUP657497	4	3	3	4	5	5	5	5	4
JIMH998465	3	1	4	3	4	4	2	2	1
JIOC826711	0	0	0	3	3	5	3	3	3
JISS450580	4	3	3	3	4	4	3	3	4
JIXW431686	1	0	3	0	3	3	1	2	1
JIZN143069	4	2	3	4	3	3	4	4	4
JJJD679314	3	1	2	3	4	4	3	4	2
JJMV402281	2	2	1	2	2	1	2	2	3
JJVD539960	2	1	1	2	1	1	0	1	1
JJYK711494	3	3	1	3	3	3	3	3	3
JJZT297001	3	2	2	4	4	3	4	4	4
JKJP313342	0	4	0	0	0	0	1	1	0
JKND461741	2	2	1	3	4	3	2	1	0
JKTR300841	4	3	3	4	4	4	4	5	5
JLGW690039	3	0	3	3	3	2	4	4	4
JLGZ403761	5	1	5	1	3	1	2	3	3
JLHA242319	2	2	0	4	2	1	4	4	1
JLIY863919	3	2	4	4	4	3	3	3	3
JLJB129001	0	0	0	0	0	0	0	0	0
JLWX715437	4	4	4	4	4	4	2	2	3
JMER964638	3	3	1	4	3	3	3	3	3
JMGZ148201	3	3	4	4	4	3	4	4	3
JMIP751193	1	1	1	4	4	4	3	4	4
JMOD562587	3	3	1	3	2	3	3	4	3
JMSK861897	3	4	3	4	4	4	2	3	3
JMSP279550	3	0	3	1	1	0	3	3	3
JMTV945773	5	5	5	4	4	5	4	4	4
JNDS952155	3	1	0	4	3	2	3	3	2
JNJO284784	1	1	0	3	3	2	3	4	3
JNKL400462	2	1	1	3	3	3	1	2	2
JNVV677696	2	2	2	2	2	2	2	2	2
JOFX234721	3	3	1	2	2	3	1	2	1
JOKQ637885	1	4	2	5	4	2	4	4	3
JOPH606831	3	2	2	4	4	4	1	3	5
JOQZ715929	4	2	2	3	4	3	3	4	3
JOUH344247	4	2	4	3	3	3	3	3	4
JPLM557755	3	1	1	4	3	3	3	4	4
JPNC549973	3	1	1	2	1	2	2	2	1
JPRA277213	0	0	0	3	2	2	1	3	3
JPVA521107	2	3	3	3	1	1	3	3	3
JPWG200559	3	3	2	3	3	2	2	3	3
JPXC893617	3	4	3	4	3	3	4	3	4
JPXP129826	0	1	0	2	3	3	1	2	2
JQCZ409029	4	3	3	4	4	4	4	3	4
JQMV278733	4	4	4	3	3	3	4	5	5
JQPJ161757	3	3	3	3	2	2	4	4	4
JQWQ731153	4	5	4	3	3	4	4	3	2
JQYQ988968	3	2	1	3	1	2	2	2	2
JRAG262179	4	1	1	3	3	3	1	1	0
JREF227107	4	2	3	4	4	3	3	4	4
JRJH441205	3	3	4	4	4	3	4	5	4
JSAL698920	3	2	1	3	3	3	3	4	4
JSGM895069	0	1	0	2	2	0	2	1	2
JSMS171107	3	3	4	2	2	4	2	3	2
JSQP592252	4	2	2	4	4	4	3	4	4
JSVV628145	5	4	4	3	3	4	3	3	3
JSWC488705	2	3	2	3	1	2	1	2	3
JSXX196442	1	1	2	4	3	1	4	4	3
JSZC629172	3	3	4	2	3	2	3	4	4
JSZV743673	5	5	4	4	4	4	4	4	4
JTTD633582	4	3	4	2	3	4	3	3	3
JTUB952268	3	5	4	3	5	3	3	3	1
JUJH612480	2	2	1	3	3	2	2	3	3
JUMB214258	3	2	3	3	3	2	3	3	3
JUOH313325	3	3	3	4	4	4	4	4	3
JUPD216495	1	3	0	0	4	0	5	5	4
JURU944497	4	4	4	3	1	1	3	3	3
JUVF342529	2	3	1	2	4	5	4	5	4
JVEZ430342	3	2	3	4	3	3	4	4	3
JVMW792342	4	4	4	4	4	4	2	4	4
JVYO231804	5	5	5	5	5	5	4	4	5
JWDE147353	0	0	0	3	1	1	3	2	1
JWJK343687	5	5	4	4	5	5	3	3	3
JWKH353202	4	1	3	3	3	1	3	3	3
JWKJ545656	4	3	4	3	3	3	4	4	3
JWMV722206	4	3	4	4	3	3	4	4	4
JWPF820117	2	2	2	4	2	2	3	4	3
JWPJ829499	3	0	1	3	3	1	3	4	4
JWTR133732	3	0	0	1	3	3	0	1	0
JXSL859048	4	3	4	3	3	3	3	4	3
JYGG441881	4	3	0	2	3	4	5	5	5
JYOL884422	2	1	0	0	0	1	0	0	0
JYOP431443	3	3	3	4	4	4	4	4	3
JYRD644130	3	2	1	3	3	2	3	3	3
JYTU192866	4	4	4	3	4	4	1	2	1
JZCN998349	1	3	1	5	2	2	3	4	4
JZPG548326	2	3	5	0	1	3	1	0	2
JZUC677788	4	3	1	4	4	4	3	4	4
JZUR323820	3	3	3	3	3	3	3	3	3
KADI868735	4	3	3	4	4	4	4	4	2
KAMJ498700	0	1	1	1	2	2	1	3	4
KAMX645164	0	4	0	4	3	3	3	3	4
KANR396650	4	3	1	1	4	4	4	1	3
KASG534211	4	2	3	2	3	4	3	4	3
KBCW806586	3	0	0	3	2	1	4	4	3
KBED612214	4	3	4	4	4	4	2	3	4
KCHU314912	3	3	3	2	3	3	1	2	2
KCIS245678	4	2	4	4	4	3	3	3	3
KCSA595996	4	3	3	4	4	4	4	3	3
KCTG659883	0	0	0	0	0	0	0	0	0
KCZX851370	3	1	2	2	4	3	0	0	0
KDGM885480	3	3	2	2	1	1	3	3	1
KDGU474003	4	3	3	0	2	3	3	3	1
KDKJ647397	3	1	0	3	3	2	3	3	3
KDNT541519	4	3	4	4	4	4	4	4	4
KDYG188928	3	0	0	1	3	2	2	3	3
KDYO463345	2	2	1	3	3	2	2	3	4
KEAD723531	3	1	3	1	2	3	3	1	1
KEDR642513	4	3	4	3	3	3	3	3	3
KEFE920549	4	3	0	3	4	4	1	3	1
KEHG265291	2	1	1	4	2	2	2	2	0
KEJH353519	4	4	4	4	4	4	3	3	4
KENZ509150	1	0	1	1	0	1	0	2	1
KEQY620682	3	4	3	2	4	4	1	1	1
KEVK358840	0	0	0	1	1	1	2	2	2
KFEA470909	5	3	5	5	5	5	5	5	5
KFGT707973	2	4	3	4	4	3	0	2	3
KFSN730057	5	3	5	4	3	5	5	5	4
KFTS660073	2	3	1	2	5	3	0	0	1
KFZF865623	4	4	4	3	3	4	2	4	5
KGKW611466	3	4	3	3	4	4	3	3	4
KGSP615202	3	0	3	3	4	4	0	0	0
KGXH369695	4	1	3	4	4	3	3	4	5
KGZG682047	1	1	1	2	2	1	2	1	2
KHBV280087	0	1	0	0	0	1	0	1	1
KHME635858	0	0	0	0	0	0	0	0	0
KIBX503553	4	2	2	4	4	4	4	4	4
KIHZ597084	4	4	4	3	3	3	1	2	1
KIKE306138	2	0	0	2	1	1	0	1	1
KIXX999435	3	2	1	2	2	3	2	3	1
KIYC663348	1	0	0	3	1	1	2	4	4
KIYW126870	5	5	5	3	5	4	3	4	5
KJES202260	2	1	3	4	3	1	3	4	2
KJGJ574507	3	4	4	1	3	3	3	3	3
KJGS776757	0	0	0	4	3	3	3	3	3
KJOO457250	2	2	2	3	3	2	2	3	4
KJTL368758	5	4	5	4	4	3	4	4	4
KJUK110981	3	2	4	5	5	5	4	4	3
KJUN766157	1	2	0	4	2	2	3	4	3
KJYO220830	4	3	4	3	3	2	4	4	4
KKAM286212	5	5	3	1	3	3	4	4	3
KKBG175390	5	5	4	4	4	4	3	4	3
KKDS167036	1	0	1	2	4	4	1	3	1
KKHW312176	5	3	5	3	5	5	4	3	3
KKMG735059	4	2	1	4	3	4	4	4	5
KKOG228223	3	4	5	4	3	4	4	4	4
KKUS973105	3	0	3	2	2	3	4	4	4
KLFP589326	3	1	4	4	4	4	3	3	3
KLJE864419	2	3	3	2	2	2	3	3	1
KLLV784614	4	4	4	3	4	4	3	4	4
KLMP841327	2	3	2	3	2	2	3	2	3
KLTQ685662	3	4	4	5	4	4	4	5	5
KLTV464097	3	3	2	4	3	3	4	4	4
KLZG448222	3	1	3	3	3	3	4	4	4
KMIO140461	4	1	3	1	4	4	2	3	1
KNJK793595	2	2	1	3	2	2	3	3	3
KNVJ582988	2	2	2	3	2	2	1	1	2
KOFR513282	3	3	2	3	3	3	1	2	2
KOGU436514	3	3	3	3	3	3	3	4	3
KOSS280939	4	2	1	3	2	2	4	4	4
KOXM202683	1	2	0	1	2	2	0	0	0
KOYQ491103	2	0	0	3	0	3	1	3	2
KPHC955181	4	3	3	4	4	3	4	4	3
KPMP991927	3	1	1	2	1	1	4	4	4
KPOT935333	0	3	1	2	2	2	2	3	3
KPYQ775083	2	0	2	3	3	2	2	4	3
KQHC166685	3	3	4	4	4	3	1	1	1
KQSS745389	4	3	3	4	4	3	3	4	4
KQXS853089	3	2	2	4	4	3	4	3	3
KQXZ236742	4	4	4	5	4	4	5	5	5
KREM418301	4	4	3	3	3	3	3	3	3
KRGH469621	3	3	3	4	4	4	2	3	3
KRIR109926	4	2	0	0	2	3	0	3	0
KROZ652638	1	2	3	1	0	1	2	2	2
KSLM480771	4	4	3	2	3	2	4	4	2
KSLP817572	3	2	3	4	3	4	4	4	4
KSYR598705	5	5	5	4	4	5	4	4	5
KTCF722556	3	2	2	4	4	4	4	4	3
KTCH748288	1	3	1	4	3	4	3	4	4
KTES385819	1	3	3	4	2	4	2	3	4
KTIF123601	4	2	4	5	4	4	3	4	5
KTJV526929	3	2	2	3	3	3	4	4	4
KTNF591976	2	1	1	4	3	2	1	1	0
KTQX241033	2	3	3	2	2	2	2	2	2
KTRH262404	4	4	4	4	4	4	3	4	4
KTRS697428	2	2	3	2	2	2	2	2	2
KUHO306295	1	3	3	4	3	2	3	1	1
KVEI302176	3	2	2	3	3	3	3	3	3
KVLJ705243	5	0	0	4	4	5	3	3	2
KVOZ907883	1	0	0	1	1	1	1	0	0
KWDG467405	3	3	3	4	4	1	3	2	4
KWDM522926	4	5	5	4	4	4	4	4	4
KWOF909192	4	3	3	5	4	4	4	4	5
KWOP266116	3	2	1	3	2	1	2	3	1
KWUJ831606	4	3	4	1	4	4	1	1	1
KWZR121326	2	0	0	3	3	2	2	4	3
KXCB188489	3	3	2	4	3	3	3	4	2
KXCB515826	3	3	3	2	0	2	1	2	1
KXCQ444259	4	1	0	1	0	0	2	1	3
KXKC744486	1	1	0	3	1	3	3	3	2
KXKM407504	3	3	4	3	3	4	3	4	4
KXZZ896213	1	1	1	2	1	0	2	3	1
KYVD396049	3	3	3	3	3	3	3	3	4
KYXT118199	0	3	3	4	4	4	0	3	3
KYZR393622	4	3	4	3	3	3	2	2	2
KYZZ138350	3	2	2	3	4	3	4	4	4
KZCM112278	3	3	3	3	3	3	3	3	3
KZDJ901080	3	1	3	3	3	3	3	3	2
KZOQ475653	1	1	1	1	1	1	1	3	1
KZTN640941	0	0	0	2	1	0	4	4	4
KZYJ788068	4	3	3	3	3	3	4	4	3
LAAA618498	1	0	1	1	1	1	1	3	1
LAFC752427	1	0	0	3	2	2	2	3	3
LAUE718397	3	2	2	2	3	2	3	2	2
LBBF707302	3	4	2	4	4	3	1	3	4
LBOC820931	3	0	3	3	3	3	3	3	3
LBQK468726	1	2	1	3	1	2	4	4	4
LCCF702604	4	3	0	2	2	2	2	3	3
LCDL401365	0	2	2	5	5	0	3	3	1
LCNI836583	2	4	3	4	2	3	3	2	3
LCNL812888	4	4	4	4	3	2	3	4	3
LDAP153373	0	0	0	3	2	1	3	3	3
LDEE613089	4	4	4	4	4	4	3	3	3
LDGD302413	4	3	4	3	4	4	3	4	4
LDIF667356	3	4	3	1	4	4	2	2	1
LDIG684731	5	4	4	5	4	3	4	5	5
LDJW453106	3	2	1	3	4	2	3	4	4
LEOS943618	1	2	2	4	4	3	3	4	4
LEXG375337	4	4	3	4	4	4	2	3	4
LFBM402616	3	3	3	3	3	3	3	3	3
LFFB279809	2	0	0	1	0	0	1	1	1
LFLJ972017	4	3	3	4	3	3	4	4	4
LFNX392023	3	2	2	4	3	3	4	4	3
LFOR177100	2	2	2	2	2	2	2	2	2
LFSM412304	3	3	3	3	3	1	4	4	4
LFUK464024	1	1	1	0	1	1	1	1	1
LGAC645071	2	3	2	3	4	4	3	4	4
LGDY505605	3	1	1	3	1	1	3	3	1
LGGJ886568	0	1	0	2	0	1	2	2	2
LGKA317507	3	3	3	3	3	3	3	3	2
LGTS429128	1	2	2	4	3	3	4	4	4
LGXV422836	3	3	1	3	1	3	3	3	3
LHAI899514	4	4	5	4	3	5	4	4	5
LHDM196297	1	1	1	3	2	2	2	2	2
LHGN674383	3	3	2	4	4	4	2	3	2
LHWE581597	3	1	0	4	4	4	4	4	3
LIWN551652	4	2	2	3	2	4	3	5	5
LJAX919817	2	3	3	4	3	3	4	4	4
LJCK907720	3	4	0	3	4	1	4	4	3
LJIM520195	2	3	1	4	4	2	4	4	3
LJIM902845	0	0	0	3	2	2	2	3	3
LJPE355268	1	1	0	3	2	2	1	3	2
LJTI618376	2	3	0	3	2	2	2	2	1
LKFM384452	4	1	0	3	2	2	3	3	3
LKIF194216	5	3	4	4	3	4	4	5	5
LKIX907068	2	1	0	1	1	1	0	2	1
LKKQ520949	4	4	3	3	3	3	4	5	5
LKLD459709	1	0	0	2	0	1	1	3	2
LKLJ995063	2	2	3	3	2	3	4	4	4
LKTD183136	3	2	2	3	3	2	3	3	3
LKVB826440	3	2	3	3	3	3	3	3	3
LLBY361810	0	0	0	1	0	1	3	4	2
LLEK522830	2	1	1	2	3	1	3	2	2
LLGZ455361	3	3	3	5	4	3	3	4	4
LLNJ940813	3	1	1	2	2	2	3	3	3
LLTG559026	4	0	0	4	3	1	2	2	0
LLTY991561	4	3	3	4	4	4	4	4	4
LMMD932647	2	2	2	1	1	1	4	4	4
LMOJ873696	3	1	1	5	3	4	3	4	5
LMWS762626	3	4	3	3	3	4	3	3	3
LMWU476903	4	4	4	3	3	2	4	3	4
LNBY869999	3	3	3	4	4	3	4	4	4
LNKG120915	4	2	3	3	4	4	3	4	4
LNWT194220	4	4	3	4	4	4	4	3	4
LNZT152483	0	3	1	3	2	2	2	3	3
LOOW566854	4	5	3	2	1	1	2	2	1
LOQB305122	1	2	3	3	3	2	2	3	3
LOUL169900	2	2	2	3	2	2	3	4	3
LOWI273984	3	3	3	3	3	3	3	3	3
LOWM901439	4	3	4	4	4	3	3	4	4
LPKQ220076	1	2	1	3	2	1	5	4	3
LPNB868113	4	4	3	4	4	4	4	4	4
LPXC965317	4	3	4	3	4	4	4	4	3
LPYC154591	2	3	2	2	1	0	3	2	2
LQBH456483	4	3	3	4	4	4	4	4	4
LQIT972598	3	2	1	3	3	4	3	3	2
LQJN381575	0	4	3	3	2	3	2	3	3
LQLL947462	4	4	4	4	4	4	4	4	4
LQOK703217	1	3	2	4	4	3	3	4	3
LQQI539434	5	5	4	3	5	5	2	3	4
LRDG901145	4	3	4	4	4	3	3	4	3
LRGB243428	3	2	2	4	3	3	4	4	4
LRMH428695	0	3	0	1	0	1	0	1	1
LRTN243299	3	3	3	4	2	4	3	3	3
LRYX228235	3	3	3	3	0	0	0	3	3
LSFU616128	4	1	0	3	1	1	3	3	3
LSJP383403	3	4	3	3	2	3	3	4	4
LSRL726339	4	2	2	3	4	3	3	3	3
LSSA626334	1	0	2	3	2	1	4	4	5
LSVM891409	4	1	2	4	4	4	3	3	3
LSWV126830	5	5	5	2	5	5	3	3	3
LTDH841267	5	5	5	5	5	5	5	5	5
LTFK705493	0	1	1	3	1	2	3	3	4
LTID963710	4	0	4	3	1	2	3	4	4
LTOA835447	4	4	4	4	4	4	4	4	4
LTPT904554	1	3	3	3	3	2	4	4	3
LTUS800829	3	3	2	4	4	3	2	3	3
LUBZ172121	3	3	5	1	3	5	4	3	3
LUNS336736	4	4	5	4	4	4	4	3	4
LUUV844634	4	1	1	2	4	4	3	3	2
LVGU538951	2	2	2	4	4	3	3	3	3
LVIO179762	4	4	3	3	3	4	3	3	3
LVJV294223	3	3	3	4	4	3	5	5	5
LVZB854792	5	5	4	4	5	4	4	4	5
LWAV273950	3	4	4	3	3	4	3	3	3
LWCG802114	4	4	4	4	4	4	4	4	4
LWMB480662	3	3	3	3	3	3	3	4	4
LWRN286855	4	0	1	2	4	1	0	0	0
LXCI522848	2	1	2	4	3	3	4	5	4
LYBW400916	3	1	1	3	3	3	2	4	4
LYJW874564	0	0	0	3	1	1	2	2	4
LYUU119890	4	3	3	4	4	3	0	3	3
LYVC964207	3	3	2	4	3	3	4	4	3
LYXC566518	4	5	4	5	4	3	4	0	3
LYXV734133	3	0	3	3	2	1	4	4	3
LZAA643164	0	0	1	3	1	3	3	3	3
LZAH429192	3	3	3	0	0	4	4	3	3
LZAM185029	4	2	4	3	3	3	4	4	3
LZCI394166	4	1	1	5	4	3	3	4	4
LZEV770037	4	2	2	4	4	3	3	4	4
LZFJ500681	4	4	4	4	4	4	4	5	5
LZII329545	4	1	4	4	4	4	4	4	4
MAIE783366	4	4	4	4	5	4	3	3	3
MAMR888266	3	3	3	4	3	2	4	4	3
MAOI488640	0	0	0	1	0	0	1	2	1
MAXY592507	4	4	4	5	5	5	2	3	4
MBKK606387	2	3	3	4	4	4	4	4	2
MBLI931093	3	2	2	4	4	3	3	3	4
MBOH380622	4	3	3	4	4	4	3	3	2
MBZC774430	3	3	3	3	3	3	3	3	3
MCGE128769	3	0	2	5	5	3	5	4	5
MCZQ314831	4	2	2	2	0	2	0	0	0
MDBJ202292	3	1	1	4	3	3	3	3	3
MDKT704550	4	1	2	3	2	1	5	4	4
MDMR497482	0	2	1	3	2	4	4	4	5
MDQY134782	1	2	1	2	0	1	0	3	0
MEFU648958	5	4	3	5	4	4	5	5	4
MEPK112476	3	0	1	2	1	1	0	0	1
MEQJ330216	4	4	4	4	4	4	0	4	4
MEUI522854	3	2	1	0	0	3	3	1	0
MEXH552387	2	0	2	0	3	2	0	0	0
MFBQ240414	4	3	4	5	4	5	3	3	3
MFIG705091	3	1	1	3	3	3	1	3	3
MFLA222206	3	5	5	5	4	4	3	3	2
MFMG129830	4	5	4	5	3	3	4	4	2
MFQI504716	3	1	0	1	2	1	3	2	2
MFQS286087	3	1	0	2	1	2	1	2	3
MGOM334296	3	3	3	3	5	5	3	4	4
MGTE381495	3	3	3	4	3	4	3	3	3
MGWV766321	4	4	3	4	4	3	3	3	3
MHFL380391	2	3	3	3	1	3	4	4	4
MHNQ221553	4	3	3	4	4	4	4	4	4
MHVK193434	1	0	0	3	3	4	4	4	2
MITF201720	1	3	1	2	1	1	2	2	1
MIXF177228	4	1	3	1	1	1	1	1	1
MJIP859266	3	3	2	4	3	2	4	3	3
MJPV553876	4	0	5	0	0	0	1	4	3
MJWQ519822	3	3	2	4	3	3	3	3	3
MKAV512322	4	5	5	1	5	4	4	3	4
MKBN223956	3	3	3	5	4	3	4	4	3
MKCL379757	2	4	1	4	3	2	3	3	3
MKMO604164	3	3	2	3	3	3	3	3	3
MKNN386674	2	3	1	4	3	2	4	4	4
MLCS589461	3	3	2	4	4	3	4	4	4
MLHS224167	4	1	1	4	4	2	1	1	3
MLRW444485	4	3	3	1	1	2	2	1	2
MLUK367407	1	4	4	3	3	2	3	3	1
MLYX686708	2	1	1	3	1	0	3	4	3
MMBY434555	3	1	1	0	4	3	1	2	2
MMEC646677	3	1	3	1	2	3	3	1	1
MMHO875624	3	3	3	4	3	4	3	3	2
MMNC773595	0	0	0	2	2	1	4	1	1
MMOU475079	0	2	0	1	4	4	1	1	1
MMRT272644	4	4	4	4	4	4	4	4	4
MMYR534963	2	3	2	3	1	2	4	3	3
MNBC634071	3	1	3	3	3	0	1	4	3
MNPI315885	2	2	0	3	3	4	3	3	2
MNUA374720	4	2	2	3	3	3	3	3	3
MOGG395136	3	4	3	4	4	4	4	4	4
MOLM420561	3	3	1	2	2	2	4	3	2
MOTQ575130	4	1	0	3	4	4	0	2	1
MPBE985542	3	2	4	4	3	3	5	5	5
MPCA252006	1	3	2	3	2	2	3	2	3
MPDV846580	4	4	3	2	2	1	3	3	2
MPQL698135	0	0	0	2	1	0	3	3	3
MPQY404343	3	0	0	3	4	3	3	3	4
MQLH292833	3	3	3	2	1	2	2	2	1
MQLN556275	3	1	1	4	3	4	3	3	3
MQMK174682	3	3	2	4	2	2	3	3	4
MQSD632376	4	3	3	3	3	3	3	3	3
MQSM146477	3	3	4	3	2	0	3	4	3
MQUJ350783	4	0	3	4	4	3	3	4	3
MRCJ919208	4	1	1	1	3	3	3	4	4
MRIM911157	4	5	4	2	1	1	3	2	4
MRTD871964	2	0	0	3	3	2	0	2	0
MSIT308630	2	1	0	3	2	2	2	3	2
MSOJ200038	2	1	0	4	3	4	3	3	4
MSSW664879	4	4	5	3	5	4	4	4	3
MSXV381191	3	1	1	2	3	3	2	3	3
MTFP201717	3	4	3	5	4	2	4	4	4
MTUE784464	2	0	2	3	3	4	1	2	3
MTUL375509	1	0	0	2	1	1	1	0	2
MUEP284934	4	3	4	4	3	3	4	4	3
MUGH348767	0	0	0	2	0	0	1	2	2
MUGL249525	3	3	1	4	4	3	2	2	1
MUHW155509	2	0	0	2	2	2	0	0	0
MUTV331971	4	5	5	4	3	4	3	3	4
MUVY877815	4	3	3	2	3	3	1	5	4
MUZE164141	5	4	4	5	5	4	4	5	3
MUZT967717	3	2	2	2	2	3	4	4	3
MVEE832305	4	3	4	4	4	4	4	4	4
MVRZ392956	4	1	3	3	4	3	3	5	4
MVYI868137	0	0	0	0	1	1	0	0	0
MWJN726646	3	4	3	2	2	2	3	4	3
MWMI862690	3	1	0	2	2	1	3	3	4
MWQH921427	3	3	3	3	3	3	2	4	4
MWSC787290	3	2	1	2	2	4	2	3	2
MWVK434229	4	3	4	0	3	3	2	1	2
MWYD889267	4	4	4	3	2	2	4	3	3
MXEM943822	4	3	3	4	5	5	3	2	1
MXEQ404619	3	0	0	2	1	0	1	4	1
MXLB846932	3	2	4	3	3	2	4	5	4
MXMI902054	0	0	0	0	0	0	0	0	0
MXRJ959929	0	0	3	5	4	3	4	4	4
MXSQ773266	3	1	4	4	4	3	1	4	4
MXUS757460	0	3	2	0	1	2	2	2	1
MYBC552132	4	2	2	4	4	3	3	4	4
MYBO632743	1	2	2	4	3	3	2	2	1
MYDI283842	4	3	3	4	3	4	2	4	5
MYFY888987	3	2	3	4	4	3	4	4	4
MYGV578088	2	1	1	2	2	2	3	2	2
MYJA426335	3	3	3	4	3	4	4	4	4
MYJZ375893	0	1	0	1	0	0	1	1	0
MYTA452279	4	4	3	4	3	4	4	4	3
MYUX752352	1	2	0	1	1	1	0	1	1
MZAT899226	4	3	3	4	5	4	4	4	3
MZBD223855	4	4	3	3	3	3	3	4	3
MZFV264626	3	1	0	2	3	2	1	3	4
MZOP429670	1	1	0	2	1	1	3	3	1
NADM658263	4	3	2	3	4	3	3	4	4
NAHN946621	5	3	3	3	4	3	3	4	4
NANK118838	4	3	3	4	4	4	5	5	4
NAQT783448	3	3	2	3	3	3	2	3	3
NASL399818	3	2	3	3	2	3	4	4	4
NBGV307627	2	2	1	2	2	2	3	2	3
NBIE608275	4	3	4	1	1	2	0	0	0
NBIN566269	3	1	1	3	2	1	4	4	3
NCAS707621	4	0	0	3	2	3	4	3	2
NCGA226292	2	3	3	4	3	2	4	4	3
NCJJ885634	3	1	0	2	2	2	1	3	1
NDBH371025	0	0	0	0	0	0	0	0	0
NDGH955559	4	0	4	3	2	3	3	1	0
NDNO520854	4	5	4	5	4	4	3	4	3
NDYF628877	1	1	0	3	2	2	3	3	2
NEGK938713	2	1	0	3	3	2	3	2	1
NEGW127823	3	3	2	3	4	4	4	4	4
NEHX610478	4	3	3	4	3	3	3	3	3
NEOK139664	0	0	0	0	1	0	1	0	1
NEPB373385	3	2	2	4	3	4	4	4	4
NERA935898	3	0	0	2	5	3	0	1	2
NERZ969580	0	0	0	0	0	0	0	0	0
NEWI643507	3	2	3	4	3	2	3	4	4
NEXA648198	0	1	0	2	2	1	3	4	3
NFCS983833	0	1	0	0	1	2	1	2	1
NFQX320167	3	3	3	5	2	3	4	4	3
